compression,Page Size,Cluster Size,Cluster Bunch,throughput_atlas(MB/s),throughput_cms(MB/s),throughput_h1(MB/s),throughput_lhcb(MB/s),size_atlas(MB),size_cms(MB),size_h1(MB),size_lhcb(MB),writing_time_atlas(s),writing_time_cms(s),writing_time_h1(s),writing_time_lhcb(s),processing_time_atlas(s),processing_time_cms(s),processing_time_h1(s),processing_time_lhcb(s),throughput_increase_atlas(%),throughput_increase_cms(%),throughput_increase_h1(%),throughput_increase_lhcb(%),size_decrease_atlas(%),size_decrease_cms(%),size_decrease_h1(%),size_decrease_lhcb(%),performance_atlas(%),performance_cms(%),performance_h1(%),performance_lhcb(%),performance(%),accepted,res_atlas_0,res_atlas_1,res_atlas_2,res_atlas_3,res_atlas_4,res_atlas_5,res_atlas_6,res_atlas_7,res_atlas_8,res_atlas_9,res_atlas_10,res_atlas_11,res_atlas_12,res_atlas_13,res_atlas_14,res_atlas_15,res_atlas_16,res_atlas_17,res_atlas_18,res_atlas_19,res_cms_0,res_cms_1,res_cms_2,res_cms_3,res_cms_4,res_cms_5,res_cms_6,res_cms_7,res_cms_8,res_cms_9,res_cms_10,res_cms_11,res_cms_12,res_cms_13,res_cms_14,res_cms_15,res_cms_16,res_cms_17,res_cms_18,res_cms_19,res_h1_0,res_h1_1,res_h1_2,res_h1_3,res_h1_4,res_h1_5,res_h1_6,res_h1_7,res_h1_8,res_h1_9,res_h1_10,res_h1_11,res_h1_12,res_h1_13,res_h1_14,res_h1_15,res_h1_16,res_h1_17,res_h1_18,res_h1_19,res_lhcb_0,res_lhcb_1,res_lhcb_2,res_lhcb_3,res_lhcb_4,res_lhcb_5,res_lhcb_6,res_lhcb_7,res_lhcb_8,res_lhcb_9,res_lhcb_10,res_lhcb_11,res_lhcb_12,res_lhcb_13,res_lhcb_14,res_lhcb_15,res_lhcb_16,res_lhcb_17,res_lhcb_18,res_lhcb_19
lz4,524288,524288000,4,1243.435,944.553,904.974,1279.657,1079211836,3335266357,2263931013,1097761897,71.154,314.225,110.750,35.191,51.980,17.861,23.029,37.544,63.281,95.209,86.910,58.657,1.085,3.736,1.837,0.519,32.183,49.473,44.374,29.588,38.904,False,1213.16,1055.37,1321.77,1247.79,1306.27,1234.60,1251.84,1220.61,1215.46,1222.79,1295.21,1249.08,1231.81,1239.30,1310.84,1225.70,1240.60,1235.35,1294.20,1256.96,978.73,981.17,975.58,835.82,973.42,835.05,966.63,969.18,951.28,895.73,997.78,828.15,981.32,921.29,962.28,972.62,971.14,962.48,967.27,964.13,885.70,902.27,904.17,894.15,903.16,918.04,912.24,897.76,957.51,923.23,890.99,921.90,906.64,896.47,892.50,889.33,890.52,888.11,929.80,894.99,1272.18,1398.57,1403.84,1276.72,1251.94,1257.42,1264.74,1292.28,1287.20,1257.47,1256.30,1252.63,1270.60,1253.21,1261.48,1263.26,1277.17,1264.20,1271.73,1260.21
lz4,524288,419430400,5,1227.101,1026.740,875.243,1237.961,1079211836,3336616959,2263931013,1097761897,72.277,314.350,109.762,36.031,52.476,17.868,24.011,37.996,61.136,112.194,80.770,53.487,1.085,3.697,1.837,0.519,31.111,57.946,41.303,27.003,39.341,False,1222.39,1229.09,1240.70,1213.79,1225.18,1268.17,1240.84,1213.19,1207.75,1212.64,1189.94,1242.38,1235.10,1220.21,1223.81,1217.29,1252.26,1222.09,1215.41,1249.79,1079.34,973.81,1061.69,921.23,902.76,902.85,1094.05,1076.34,961.43,980.10,1058.71,1102.71,1072.93,1107.97,923.36,1048.05,1075.19,1042.32,1075.90,1074.09,865.98,863.73,885.12,857.83,887.52,862.98,881.40,855.49,899.61,902.24,859.85,867.79,874.98,871.32,871.44,890.85,881.74,859.87,905.99,859.13,1230.11,1240.82,1239.12,1226.40,1227.37,1232.91,1243.36,1239.51,1217.94,1252.91,1251.47,1239.03,1246.07,1238.98,1237.32,1244.09,1238.81,1242.72,1234.56,1235.72
lz4,1048576,419430400,4,1263.012,1089.361,938.970,1273.570,1078267794,3323400120,2260005275,1096904720,72.381,312.993,112.722,37.424,52.291,17.689,22.950,37.442,65.852,125.136,93.932,57.902,1.171,4.079,2.007,0.596,33.512,64.608,47.969,29.249,43.834,True,1271.30,1253.18,1333.67,1260.71,1256.75,1325.96,1230.05,1238.15,1272.86,1243.42,1220.14,1239.54,1278.18,1285.99,1298.25,1219.82,1289.77,1269.78,1241.84,1230.88,1111.77,970.65,1129.52,1117.32,1039.93,1113.96,1036.71,1099.10,1072.64,1137.84,1139.98,1009.88,1105.02,1119.50,1125.38,1058.01,1143.58,1006.61,1117.01,1132.81,889.88,924.69,949.91,998.15,930.39,969.56,953.50,956.25,956.91,960.70,920.90,936.87,922.30,947.44,918.09,926.57,930.89,921.09,941.13,924.20,1258.50,1267.33,1261.31,1272.28,1298.92,1298.56,1253.04,1261.88,1314.76,1288.69,1286.79,1261.45,1267.97,1297.27,1259.57,1267.43,1267.93,1273.68,1254.34,1259.70
lz4,1048576,314572800,4,1245.108,968.862,903.622,1242.675,1078267794,3325031813,2260403126,1096916385,73.280,304.918,111.318,37.473,52.586,17.737,22.993,37.754,63.501,100.233,86.631,54.072,1.171,4.032,1.990,0.595,32.336,52.132,44.310,27.333,39.028,False,1277.48,1285.92,1261.18,1265.12,1222.24,1200.02,1257.61,1278.19,1320.68,1252.22,1342.08,1272.56,1282.03,1267.37,1244.04,1279.14,1205.16,1191.60,1111.17,1086.36,863.44,945.33,996.98,986.45,924.10,979.09,969.66,1006.68,991.31,988.14,998.91,987.23,991.95,893.56,900.41,984.03,981.59,988.72,1033.69,966.00,875.93,916.81,896.42,901.29,916.31,904.33,910.57,911.27,945.01,842.20,912.52,910.73,913.60,962.08,873.49,913.67,893.66,857.11,903.37,912.08,1244.44,1253.49,1234.66,1242.13,1233.31,1274.18,1239.90,1239.81,1230.05,1239.17,1240.15,1249.59,1238.53,1241.78,1241.80,1226.92,1254.93,1240.07,1246.42,1242.18
lz4,1048576,419430400,5,1250.664,1088.545,968.642,1243.241,1078267794,3323400120,2260005275,1096904720,73.173,303.947,112.251,36.705,52.851,17.770,23.500,38.355,64.230,124.967,100.060,54.142,1.171,4.079,2.007,0.596,32.701,64.523,51.034,27.369,43.907,True,1280.01,1271.68,1249.94,1253.80,1251.09,1231.86,1234.82,1234.16,1254.98,1294.07,1246.16,1231.96,1230.39,1230.25,1300.25,1227.38,1240.21,1250.32,1260.40,1239.57,1106.10,997.02,1075.33,1124.25,1116.00,1146.48,1132.85,1061.39,1133.18,1103.78,973.60,1115.66,1124.29,1107.78,999.71,949.17,1098.15,1111.59,1143.26,1151.30,956.52,990.49,964.92,995.47,936.99,971.45,1013.65,965.27,1038.58,990.33,952.03,962.05,955.11,981.06,966.43,951.22,953.03,964.88,911.13,952.22,1372.19,1409.23,1220.48,1220.38,1225.40,1233.43,1221.95,1228.13,1227.06,1225.40,1233.58,1219.57,1240.63,1232.16,1226.46,1229.05,1224.68,1234.89,1219.46,1220.67
lzma,1048576,419430400,5,97.975,106.120,45.331,35.007,612813184,2340801399,1788306658,988700241,263.595,1767.090,933.813,246.918,218.357,25.159,157.096,664.695,-87.134,-78.068,-90.637,-95.660,43.833,32.439,22.460,10.402,-21.651,-22.815,-34.089,-42.629,-30.296,False,97.84,99.02,98.29,97.74,98.10,98.47,97.83,98.25,97.48,97.56,97.85,98.35,98.02,97.92,97.91,97.23,98.26,97.22,98.35,97.81,107.56,102.41,107.16,106.46,103.10,106.88,107.11,106.51,107.69,106.25,103.97,106.98,106.55,105.41,107.08,101.98,107.74,107.26,107.61,106.67,45.23,45.29,45.36,45.74,44.98,45.06,45.45,45.35,45.66,45.53,45.14,45.66,45.24,45.01,45.12,45.57,45.12,45.23,45.85,45.04,34.98,34.99,34.89,34.96,34.95,35.10,35.02,34.97,34.86,35.08,35.19,35.17,35.08,34.96,34.95,34.93,35.10,34.93,35.05,35.00
none,1048576,419430400,5,1023.849,677.400,933.344,1111.596,3208968925,8544113335,4667263394,1574417153,51.487,196.904,46.298,11.344,53.257,18.252,23.322,42.279,34.446,39.997,92.770,37.820,-194.118,-146.603,-102.371,-42.677,-79.836,-53.303,-4.801,-2.428,-35.092,False,1004.58,1005.41,1027.99,1039.93,1025.81,1024.37,1014.49,1019.46,1026.51,1028.36,1023.78,1035.30,1034.51,1039.49,1015.15,1035.58,1018.02,1029.93,1005.36,1022.97,661.33,695.73,703.03,666.88,689.68,679.60,663.60,674.42,676.02,673.47,669.51,681.54,685.86,682.00,678.35,682.42,670.56,672.50,666.77,674.73,937.91,941.54,944.56,939.36,947.82,938.14,892.52,940.53,941.72,902.40,938.13,949.05,939.84,939.54,945.01,945.79,898.32,943.01,945.01,896.69,1092.52,1100.35,1106.06,1107.17,1287.94,1106.10,1103.54,1108.48,1107.84,1101.28,1105.03,1104.61,1098.58,1100.87,1100.64,1101.47,1100.56,1099.45,1096.73,1102.70
lzma,1048576,419430400,5,98.049,106.021,45.384,34.959,612813184,2340801399,1788306658,988700241,258.142,1768.060,934.909,244.849,218.026,25.169,156.982,665.588,-87.125,-78.089,-90.627,-95.666,43.833,32.439,22.460,10.402,-21.646,-22.825,-34.083,-42.632,-30.297,False,97.91,97.96,97.46,99.01,97.56,98.57,98.50,98.27,98.15,98.36,98.11,97.15,98.16,98.83,98.52,97.20,97.35,97.72,98.11,98.08,108.34,107.56,105.54,106.65,107.26,108.17,107.34,103.66,106.68,103.57,102.34,107.50,106.52,103.76,106.53,103.57,107.25,107.78,108.08,102.33,45.34,45.27,45.35,44.95,45.35,45.53,45.54,45.58,45.44,45.42,45.40,45.26,45.36,45.63,45.29,45.29,45.56,45.41,45.31,45.37,34.93,34.95,34.76,34.93,35.01,34.83,34.86,34.90,35.01,35.09,34.98,35.03,34.88,35.00,34.93,34.95,35.20,34.95,34.94,35.05
lz4,1048576,524288000,5,1261.721,1059.838,938.709,1251.932,1078267794,3321569457,2260005275,1096904720,73.851,304.666,111.393,36.691,52.621,17.437,23.564,37.643,65.682,119.035,93.878,55.219,1.171,4.132,2.007,0.596,33.427,61.583,47.942,27.908,42.715,False,1310.38,1275.18,1263.96,1241.86,1243.36,1295.25,1225.64,1276.41,1240.77,1258.31,1248.69,1289.26,1263.27,1275.48,1237.94,1233.65,1236.47,1267.59,1230.68,1320.28,968.18,1099.99,1088.93,1066.36,1119.23,1071.87,1068.77,1112.82,1071.17,965.38,1090.66,1069.82,1084.63,1100.55,1022.01,1101.72,1087.58,1071.97,962.71,972.42,936.53,944.18,939.32,938.96,943.42,945.24,944.61,940.74,945.15,947.14,949.02,954.43,908.22,931.29,944.74,959.80,980.74,860.27,942.08,918.29,1242.45,1405.88,1259.14,1251.50,1270.44,1230.85,1230.58,1240.22,1224.50,1238.94,1238.06,1239.43,1252.93,1244.81,1245.94,1237.53,1242.79,1241.46,1265.74,1235.44
lz4,1048576,314572800,5,1246.920,978.601,914.699,1250.855,1078267794,3325031813,2260403126,1096916385,72.708,310.643,111.062,37.234,52.832,17.739,23.711,38.231,63.739,102.246,88.919,55.086,1.171,4.032,1.990,0.595,32.455,53.139,45.454,27.841,39.722,False,1152.35,1234.94,1261.49,1258.90,1241.72,1226.47,1246.02,1258.90,1226.10,1331.99,1214.67,1271.88,1337.66,1238.68,1231.41,1240.05,1224.27,1242.40,1238.94,1259.56,921.75,997.00,976.19,996.12,980.48,976.98,1011.89,1006.99,994.94,988.47,973.13,1033.12,892.71,990.09,905.14,977.07,995.78,986.12,988.74,979.33,918.93,912.30,891.85,935.63,911.41,907.11,908.22,911.48,909.71,914.62,909.97,928.23,919.30,917.31,910.06,955.09,897.21,911.40,915.92,908.24,1284.93,1236.90,1245.21,1245.24,1262.74,1244.06,1232.96,1244.22,1233.70,1235.99,1272.83,1238.51,1279.09,1241.07,1276.38,1239.54,1252.44,1284.54,1236.53,1230.22
lz4,1048576,419430400,4,1252.580,1098.776,967.155,1272.447,1078267794,3323400120,2260005275,1096904720,74.009,303.155,110.614,37.179,52.577,17.668,23.017,37.445,64.482,127.082,99.753,57.763,1.171,4.079,2.007,0.596,32.827,65.580,50.880,29.180,44.617,True,1278.90,1210.75,899.51,1249.10,1258.85,1261.89,1274.29,1243.01,1340.00,1287.49,1261.12,1264.31,1277.75,1243.64,1276.51,1291.20,1327.83,1282.12,1275.64,1247.70,1147.10,1129.17,1111.39,1155.33,1127.54,1145.76,1105.60,1093.52,1112.09,1081.97,1079.60,973.10,1102.45,1103.17,995.46,1093.51,1145.25,1104.40,1127.79,1041.35,973.87,996.16,963.62,956.04,992.94,954.67,963.08,981.74,961.47,947.14,903.72,987.03,957.77,977.43,963.26,971.55,1004.50,956.38,990.15,940.59,1261.29,1266.39,1259.71,1281.08,1251.40,1272.46,1264.99,1259.30,1283.92,1252.26,1258.28,1280.75,1306.76,1294.02,1250.87,1270.67,1301.63,1274.31,1292.77,1266.09
zstd,1048576,419430400,4,1103.760,933.314,795.248,1138.602,865646933,2538765332,1931917777,1016284185,63.666,326.515,108.685,23.748,55.680,17.836,24.219,39.404,44.940,92.886,64.248,41.168,20.659,26.725,16.233,7.902,32.799,59.806,40.240,24.535,39.345,False,1070.45,1098.23,1095.61,1090.63,1088.72,1121.60,1131.35,1121.93,1117.03,1092.73,1084.55,1080.31,1138.86,1130.66,1090.64,1076.53,1084.74,1153.63,1101.97,1105.03,965.72,838.15,828.45,969.63,946.90,977.97,950.35,959.33,908.87,836.69,951.19,963.69,966.75,978.34,961.65,958.93,966.87,953.17,952.47,831.17,858.98,781.03,794.57,818.61,795.23,816.06,821.30,778.27,792.49,783.75,782.93,766.62,783.38,786.63,785.00,806.94,790.31,784.54,796.51,781.81,1134.95,1142.01,1139.76,1134.78,1141.27,1132.84,1139.99,1146.19,1134.97,1132.82,1140.31,1142.55,1133.43,1159.70,1133.82,1152.59,1133.56,1127.25,1140.36,1128.90
none,1048576,419430400,4,981.336,686.786,886.153,1116.955,3208968925,8544113335,4667263394,1574417153,49.775,203.281,47.154,12.275,52.758,18.200,23.398,41.525,28.864,41.937,83.023,38.484,-194.118,-146.603,-102.371,-42.677,-82.627,-52.333,-9.674,-2.096,-36.683,False,997.52,884.82,1002.62,902.55,1008.21,975.04,992.82,966.84,1002.50,977.06,985.08,1030.99,973.68,996.20,979.93,996.53,992.83,969.56,1000.88,991.05,679.27,654.84,688.76,693.63,668.31,689.41,686.79,686.96,692.31,685.01,673.34,695.93,693.00,709.07,678.46,706.69,694.92,676.68,695.96,686.37,890.79,901.92,887.69,877.28,915.08,896.54,894.06,892.70,873.24,852.07,873.61,906.37,883.20,846.17,913.66,892.98,891.40,894.04,854.85,885.40,1084.33,1275.43,1278.01,1100.75,1088.30,1076.61,1100.97,1087.56,1270.20,1090.19,1079.54,1088.98,1087.87,1094.89,1090.99,1083.57,1105.33,1099.92,1072.56,1083.10
lz4,1048576,419430400,3,1258.187,1139.550,945.031,1251.058,1078267794,3323400120,2260005275,1096904720,74.503,304.156,111.769,37.610,51.811,17.599,22.285,37.648,65.218,135.509,95.184,55.111,1.171,4.079,2.007,0.596,33.195,69.794,48.595,27.854,44.859,True,1266.16,1237.46,1165.38,1014.36,1347.48,1281.69,1268.84,1277.93,1263.19,1299.75,1259.22,1253.48,1263.50,1256.79,1269.22,1262.49,1342.42,1295.41,1272.03,1266.95,1139.00,1167.12,1199.43,1157.94,1078.75,1189.94,1119.05,1162.19,1152.42,1165.46,1145.24,1122.48,1049.38,1149.46,1160.05,1160.74,1152.62,1143.30,1162.88,1013.55,958.43,965.78,955.20,926.81,937.05,951.43,952.75,966.53,929.91,961.60,921.81,936.17,943.61,926.51,950.91,933.15,873.73,981.71,957.84,969.67,1244.03,1242.28,1251.84,1233.40,1259.43,1278.66,1244.41,1244.43,1238.38,1251.36,1242.09,1251.63,1287.41,1247.51,1257.30,1250.51,1240.19,1246.72,1277.72,1231.88
lz4,1048576,314572800,3,1262.459,1030.942,928.957,1272.157,1078267794,3325031813,2260403126,1096916385,74.488,306.513,112.004,37.409,51.572,17.649,22.390,36.851,65.779,113.063,91.864,57.727,1.171,4.032,1.990,0.595,33.475,58.547,46.927,29.161,42.028,False,1006.76,1265.78,1272.52,1352.63,1274.27,1293.90,1227.61,1276.54,1265.22,1267.05,1273.62,1295.17,1244.07,1291.80,1278.94,1251.73,1272.78,1277.23,1294.89,1266.67,1042.61,1037.79,1043.01,1032.78,1027.94,1063.74,1049.27,918.98,1081.89,1028.75,1038.49,1051.78,1051.62,1015.52,1028.81,936.23,1031.53,1033.65,1085.08,1019.39,979.44,933.26,928.73,919.49,921.05,937.67,911.04,937.80,908.81,957.32,964.97,838.88,974.78,978.30,920.38,914.84,937.92,882.83,912.41,919.22,1252.62,1378.27,1245.52,1252.88,1246.53,1385.28,1282.07,1255.34,1241.52,1249.82,1408.63,1246.73,1250.93,1253.93,1237.58,1246.86,1268.88,1245.45,1243.19,1251.13
lz4,1048576,314572800,3,1285.584,1013.141,920.866,1250.403,1078267794,3325031813,2260403126,1096916385,74.232,303.718,112.178,37.295,51.990,17.629,22.493,36.647,68.816,109.384,90.193,55.030,1.171,4.032,1.990,0.595,34.994,56.708,46.091,27.813,41.401,False,1269.39,1258.52,1281.04,1275.50,1318.52,1282.12,1333.43,1335.76,1304.66,1278.08,1312.73,1274.39,1267.18,1274.05,1237.10,1291.87,1295.38,1252.55,1273.63,1295.78,1017.87,999.65,1035.62,1048.66,1071.98,1008.66,982.81,1013.46,1064.58,899.90,1036.85,1014.59,968.98,1031.34,1024.62,1027.36,959.26,1018.53,1020.24,1017.86,910.68,936.68,961.09,910.45,924.31,913.10,931.37,968.46,923.50,916.44,929.25,936.71,914.32,918.02,904.43,897.05,874.98,875.42,935.06,936.02,1243.23,1255.43,1253.39,1240.44,1271.11,1248.93,1272.34,1242.50,1233.49,1242.47,1244.94,1271.98,1239.73,1243.10,1274.63,1276.53,1238.03,1232.55,1238.53,1244.70
lz4,524288,419430400,3,1239.336,1063.523,876.617,1260.243,1079211836,3336616959,2263931013,1097761897,72.712,311.682,110.343,35.763,51.479,17.634,22.702,37.774,62.743,119.796,81.054,56.250,1.085,3.697,1.837,0.519,31.914,61.747,41.445,28.384,40.873,False,1233.54,1223.23,1240.74,1215.08,1222.55,1238.02,1277.39,1230.88,1224.85,1240.67,1227.49,1251.16,1233.87,1251.26,1216.37,1270.73,1250.97,1273.99,1234.63,1229.29,1082.23,1012.33,1087.96,1092.85,1078.45,1078.04,1103.65,1076.85,1000.02,1092.59,1099.27,1081.92,1021.57,1088.30,1096.83,923.53,1099.09,1070.77,1073.67,1010.54,868.22,908.25,862.00,886.51,918.99,885.19,891.27,869.50,855.09,858.28,861.85,896.81,893.68,862.64,855.69,893.70,863.76,855.99,861.74,883.20,1280.73,1267.72,1255.58,1255.26,1245.27,1278.94,1252.41,1252.90,1290.19,1257.32,1254.77,1273.60,1251.05,1257.26,1251.51,1246.22,1249.54,1254.11,1268.32,1262.17
lz4,1048576,419430400,4,1248.416,1105.180,925.877,1224.038,1078267794,3323400120,2260005275,1096904720,74.146,304.682,112.301,36.779,52.096,17.790,23.072,38.208,63.935,128.405,91.228,51.761,1.171,4.079,2.007,0.596,32.553,66.242,46.617,26.179,42.898,False,1063.62,1230.55,1259.00,1251.49,1250.82,1222.04,1263.65,1240.65,1283.20,1252.64,1264.03,1226.63,1244.71,1240.46,1216.22,1333.61,1335.61,1293.56,1237.53,1258.29,1130.40,1116.11,1133.68,1120.37,1132.08,1013.82,1127.00,1127.81,1108.39,1129.48,1006.32,1156.85,1111.29,1012.91,1125.72,1098.70,1118.05,1118.32,1105.18,1111.12,935.51,893.05,933.73,938.75,931.61,939.56,912.68,907.37,917.05,973.26,930.82,913.40,912.13,909.13,931.39,941.04,921.45,942.73,912.15,920.72,1222.75,1204.98,1217.47,1223.44,1224.07,1241.84,1225.20,1231.96,1218.98,1217.13,1221.38,1224.25,1228.08,1222.78,1224.75,1218.53,1229.02,1230.10,1232.04,1221.99
lzma,1048576,419430400,3,98.251,107.112,45.336,34.865,612813184,2340801399,1788306658,988700241,258.418,1768.802,937.866,247.320,217.383,24.890,155.954,667.451,-87.098,-77.863,-90.637,-95.677,43.833,32.439,22.460,10.402,-21.633,-22.712,-34.088,-42.638,-30.268,False,97.59,97.34,98.94,98.34,98.97,99.03,97.54,98.25,98.13,97.42,98.68,98.13,98.60,97.33,98.01,98.50,99.16,98.24,98.70,98.13,104.36,107.53,107.36,106.92,105.66,107.86,107.36,107.38,106.47,107.39,107.38,107.73,107.13,107.47,104.58,108.14,107.43,108.21,107.79,108.09,44.99,45.06,45.52,44.98,45.70,45.41,44.90,45.50,45.30,45.39,45.67,45.14,45.57,45.32,45.44,45.32,45.02,45.75,45.54,45.21,34.89,34.79,34.97,34.93,34.87,34.88,34.93,34.97,35.05,35.02,34.98,34.97,34.99,34.97,35.04,34.93,33.27,34.94,34.92,35.00
lz4,1048576,419430400,2,1241.474,1085.610,946.633,1226.212,1078267794,3323400120,2260005275,1096904720,72.293,308.274,111.637,37.273,51.053,17.549,21.894,34.348,63.024,124.361,95.514,52.030,1.171,4.079,2.007,0.596,32.098,64.220,48.761,26.313,42.848,False,1233.80,1316.51,1232.01,1233.32,1228.81,1216.85,1249.16,1214.07,1308.16,1256.48,1228.08,1261.13,1224.76,1220.32,1231.07,1220.27,1263.44,1241.74,1236.13,1213.38,1105.42,1092.83,1111.86,1090.52,1120.69,991.67,1016.85,1106.38,997.07,1089.47,1076.95,1107.95,1105.39,1092.18,1117.65,1099.09,1094.52,1080.64,1109.14,1105.93,906.31,953.68,926.40,928.71,939.10,985.54,942.92,917.92,930.72,947.95,964.75,968.29,1004.10,961.67,919.39,892.09,954.54,963.18,948.38,977.04,1228.26,1220.11,1222.73,1220.48,1233.30,1233.21,1232.19,1243.16,1222.81,1212.81,1214.22,1215.71,1224.33,1237.39,1235.86,1223.44,1233.71,1218.56,1235.00,1216.97
lz4,1048576,419430400,2,932.650,1120.151,994.545,1246.587,1078267794,3323400120,2260005275,1096904720,73.161,303.079,112.423,37.817,52.374,17.589,21.253,34.976,22.471,131.500,105.410,54.557,1.171,4.079,2.007,0.596,11.821,67.789,53.709,27.577,40.224,False,950.47,955.99,940.83,926.68,962.34,922.60,974.23,921.47,994.70,912.75,915.85,926.62,907.75,899.64,906.31,916.23,985.90,957.97,879.32,895.37,1142.40,1191.74,1139.64,1136.26,1110.09,1002.33,1123.48,1120.97,1110.57,1139.18,1129.26,1181.55,1136.34,1027.55,1130.33,1107.68,1129.30,1101.47,1133.86,1109.00,956.23,1002.96,1048.50,945.81,1029.36,1007.18,958.28,999.54,964.16,967.57,1055.51,993.60,1043.69,1003.87,993.77,966.32,927.06,1002.33,968.90,1056.26,1224.67,1229.06,1258.27,1235.31,1234.45,1258.35,1238.99,1239.28,1240.35,1255.15,1354.93,1236.39,1235.06,1237.83,1234.05,1238.43,1235.34,1260.63,1232.53,1252.66
none,1048576,419430400,3,981.754,688.790,940.248,1079.673,3208968925,8544113335,4667263394,1574417153,49.290,195.536,45.971,12.439,51.916,18.219,23.149,40.994,28.919,42.351,94.196,33.862,-194.118,-146.603,-102.371,-42.677,-82.600,-52.126,-4.088,-4.407,-35.805,False,812.08,984.06,958.82,991.92,975.08,994.39,1015.19,980.92,1033.12,976.91,972.96,985.06,990.68,1020.16,982.36,964.87,988.59,1016.52,962.66,1028.73,688.63,671.17,673.38,689.17,695.15,679.54,702.31,687.53,683.49,690.85,700.81,690.95,686.07,678.50,687.41,695.51,692.42,684.09,685.89,712.94,890.02,928.05,890.15,944.50,927.29,946.85,957.85,955.07,948.96,951.24,951.01,947.56,946.33,904.39,957.08,949.72,939.89,950.72,958.93,959.34,1067.60,1068.40,1077.73,1060.44,1068.27,1073.17,1074.31,1077.63,1246.16,1072.80,1067.70,1068.49,1075.27,1067.97,1073.99,1065.78,1073.84,1067.63,1069.47,1076.81
lz4,2097152,419430400,3,1400.282,1037.207,1035.084,1275.578,1077683002,3317583493,2257749485,1096480197,75.988,305.986,112.648,38.496,51.668,17.550,22.031,37.945,83.878,114.358,113.783,58.151,1.225,4.247,2.105,0.635,42.551,59.302,57.944,29.393,47.298,True,1437.49,1445.13,1411.16,1439.50,1499.23,1447.67,1500.74,1410.39,1452.52,1385.93,1063.67,1054.08,1414.73,1418.00,1444.82,1454.82,1407.84,1445.89,1429.94,1442.09,1054.58,1068.02,951.85,1046.16,1069.47,1068.86,928.14,955.72,933.60,968.17,1039.94,1047.70,1060.10,1103.98,1091.98,1082.21,1067.38,1045.80,1063.21,1097.27,1029.90,1012.40,1052.24,1051.71,1044.09,1070.55,1077.15,1069.75,1005.55,1052.36,1023.78,1024.46,1021.20,1085.33,1039.69,1008.90,1014.37,1024.93,994.04,999.29,1284.54,1265.99,1260.85,1259.80,1268.82,1404.13,1290.25,1266.50,1264.33,1280.64,1262.78,1264.74,1266.01,1265.91,1275.25,1258.19,1268.96,1260.85,1277.27,1265.75
lz4,2097152,419430400,2,1036.457,1010.257,1017.564,1287.660,1077683002,3317583493,2257749485,1096480197,75.145,306.586,113.881,37.878,51.190,17.452,21.807,33.820,36.102,108.788,110.164,59.649,1.225,4.247,2.105,0.635,18.664,56.517,56.135,30.142,40.364,False,1374.48,1350.81,1205.29,1140.29,1141.22,1080.43,961.32,973.91,964.04,1081.52,1013.88,1003.66,887.81,899.60,1016.82,886.84,962.62,928.81,986.22,869.59,1021.30,976.79,940.68,1019.11,1030.43,1046.61,994.94,1016.09,988.38,919.53,1036.74,1044.21,957.76,1043.29,1002.96,1088.52,1034.52,1004.29,1018.83,1020.18,1106.12,984.22,971.68,1090.74,1047.19,1001.39,989.87,969.44,1029.32,1040.38,1052.04,994.95,984.27,1020.20,1025.57,1032.25,1053.64,983.18,1004.30,970.54,1258.87,1256.16,1251.64,1254.71,1267.85,1240.16,1269.35,1254.19,1257.01,1250.48,1244.39,1379.91,1408.49,1270.09,1283.07,1390.68,1252.60,1418.09,1252.69,1292.76
lz4,1048576,419430400,3,1282.499,1119.440,955.067,1252.709,1078267794,3323400120,2260005275,1096904720,72.843,304.302,110.513,37.364,51.612,17.488,22.124,37.565,68.411,131.353,97.256,55.316,1.171,4.079,2.007,0.596,34.791,67.716,49.632,27.956,45.024,False,1267.75,1248.08,1329.71,1275.03,1250.99,1266.02,1293.51,1275.82,1306.03,1276.12,1270.08,1264.38,1314.65,1273.68,1267.13,1370.77,1265.42,1286.90,1279.98,1267.93,1134.55,1114.85,1103.23,1108.15,1108.59,1139.82,1127.58,1131.16,1027.50,1110.84,1100.40,1158.04,1145.84,1134.79,1101.51,1137.00,1117.85,1132.37,1125.57,1129.15,970.99,935.91,952.36,967.37,971.09,961.08,950.71,948.51,969.06,958.18,1002.50,939.53,938.93,944.91,948.04,939.36,934.34,981.49,938.96,948.02,1239.85,1448.21,1241.12,1236.10,1234.62,1232.51,1236.15,1244.75,1234.30,1245.17,1243.40,1274.42,1234.44,1237.24,1270.06,1266.72,1238.33,1237.29,1228.68,1230.81
